device_time_stamp,system_time_stamp,left_gaze_point_on_display_area,left_gaze_point_in_user_coordinate_system,left_gaze_point_validity,left_pupil_diameter,left_pupil_validity,left_gaze_origin_in_user_coordinate_system,left_gaze_origin_in_trackbox_coordinate_system,left_gaze_origin_validity,right_gaze_point_on_display_area,right_gaze_point_in_user_coordinate_system,right_gaze_point_validity,right_pupil_diameter,right_pupil_validity,right_gaze_origin_in_user_coordinate_system,right_gaze_origin_in_trackbox_coordinate_system,right_gaze_origin_validity,timestamp,gaze_vizualisation_x,gaze_vizualisation_y
8235056963,347789049427,"(0.032846007496118546, 0.21999360620975494)","(-171.73333740234375, 168.42974853515625, 53.257572174072266)",1,3.7980804443359375,1,"(-72.32977294921875, 49.02918243408203, 896.2090454101562)","(0.6088774800300598, 0.37512364983558655, 1.000917673110962)",1,"(0.05908069387078285, 0.20571476221084595)","(-162.08900451660156, 171.20436096191406, 54.267391204833984)",1,3.848907470703125,1,"(-11.58360481262207, 34.9207763671875, 898.4076538085938)","(0.5125511288642883, 0.40637198090553284, 0.9983214139938354)",1,1705936668282,0.05,0.21
8322922695,347876915840,"(0.20370736718177795, 0.29799410700798035)","(-108.92156982421875, 153.2731170654297, 47.741024017333984)",1,4.3795013427734375,1,"(-40.67463684082031, 47.98590850830078, 839.4496459960938)","(0.5629345178604126, 0.3710228502750397, 0.8836065530776978)",1,"(0.21107244491577148, 0.3202744126319885)","(-106.21400451660156, 148.94374084472656, 46.16520309448242)",1,4.69793701171875,1,"(17.38382911682129, 27.03605842590332, 839.3176879882812)","(0.4648047089576721, 0.41959550976753235, 0.879865825176239)",1,1705936756148,0.21,0.31
8322933798,347876926943,"(0.20505377650260925, 0.2814318537712097)","(-108.42659759521484, 156.49142456054688, 48.912353515625)",1,4.3403472900390625,1,"(-40.91447067260742, 47.94895935058594, 839.44384765625)","(0.563342273235321, 0.37110066413879395, 0.8836141228675842)",1,"(0.21350239217281342, 0.32231104373931885)","(-105.32070922851562, 148.54800415039062, 46.02116394042969)",1,4.6922149658203125,1,"(17.171987533569336, 27.055559158325195, 839.3309326171875)","(0.4651641249656677, 0.419547975063324, 0.8798848986625671)",1,1705936756159,0.21,0.3
8322944902,347876938047,"(0.20217463374137878, 0.28552526235580444)","(-109.48502349853516, 155.69602966308594, 48.622833251953125)",1,4.3691253662109375,1,"(-40.895015716552734, 47.621768951416016, 839.2021484375)","(0.563334047794342, 0.37180981040000916, 0.8830928802490234)",1,"(0.21799132227897644, 0.3294972777366638)","(-103.67050170898438, 147.15159606933594, 45.51291275024414)",1,4.723846435546875,1,"(17.306209564208984, 26.70481300354004, 839.0928344726562)","(0.4649335741996765, 0.42032691836357117, 0.8793920874595642)",1,1705936756170,0.21,0.31
8322956005,347876949150,"(0.2059027999639511, 0.2935842275619507)","(-108.11446380615234, 154.13002014160156, 48.052852630615234)",1,4.38067626953125,1,"(-41.646175384521484, 47.95969009399414, 840.3312377929688)","(0.5645090937614441, 0.37117666006088257, 0.8854566812515259)",1,"(0.21407261490821838, 0.33163514733314514)","(-105.11109924316406, 146.73619079589844, 45.3617057800293)",1,4.73004150390625,1,"(16.644222259521484, 27.08920669555664, 840.2659301757812)","(0.46609050035476685, 0.41952869296073914, 0.8817343711853027)",1,1705936756181,0.21,0.31
8322967108,347876960254,"(0.20827557146549225, 0.297726571559906)","(-107.24217987060547, 153.32510375976562, 47.75988006591797)",1,4.3915557861328125,1,"(-41.83589553833008, 47.934547424316406, 840.1995239257812)","(0.5648418664932251, 0.3712124228477478, 0.8852100968360901)",1,"(0.21543064713478088, 0.3272331655025482)","(-104.61184692382812, 147.59153747558594, 45.67304992675781)",1,4.7166748046875,1,"(16.45342254638672, 27.136526107788086, 840.1504516601562)","(0.4664090573787689, 0.41940945386886597, 0.881499171257019)",1,1705936756192,0.21,0.31
8322978211,347876971357,"(0.20720458030700684, 0.29331114888191223)","(-107.63589477539062, 154.18307495117188, 48.072166442871094)",1,4.3842926025390625,1,"(-42.05377960205078, 47.90266036987305, 839.9470825195312)","(0.5652327537536621, 0.37124714255332947, 0.8847247362136841)",1,"(0.2152824103832245, 0.3181886672973633)","(-104.66632843017578, 149.3489990234375, 46.312721252441406)",1,4.7051849365234375,1,"(16.22779655456543, 27.173887252807617, 839.9164428710938)","(0.46678292751312256, 0.41930335760116577, 0.8810251355171204)",1,1705936756203,0.21,0.31
8322989314,347876982460,"(0.20791079103946686, 0.29185807704925537)","(-107.37628173828125, 154.4654541015625, 48.174930572509766)",1,4.3770751953125,1,"(-42.32868194580078, 47.930259704589844, 840.9553833007812)","(0.5656130909919739, 0.3713100552558899, 0.8867661356925964)",1,"(0.2159549444913864, 0.3129536509513855)","(-104.41910552978516, 150.3662567138672, 46.682960510253906)",1,4.6689300537109375,1,"(16.026607513427734, 27.23566246032715, 840.9430541992188)","(0.46715664863586426, 0.4192343056201935, 0.8830733895301819)",1,1705936756214,0.21,0.3
8323000417,347876993563,"(0.20947685837745667, 0.29173848032951355)","(-106.8005599975586, 154.4886932373047, 48.1833381652832)",1,4.345458984375,1,"(-42.44270706176758, 47.884185791015625, 840.82373046875)","(0.5658179521560669, 0.3713946044445038, 0.8865097761154175)",1,"(0.2123003751039505, 0.3104676306247711)","(-105.7625961303711, 150.8493194580078, 46.85879898071289)",1,4.6476898193359375,1,"(15.914710998535156, 27.242673873901367, 840.8221435546875)","(0.46734195947647095, 0.4192073345184326, 0.8828277587890625)",1,1705936756226,0.21,0.3
8323011520,347877004666,"(0.21029570698738098, 0.29747340083122253)","(-106.49955749511719, 153.3743133544922, 47.777732849121094)",1,4.3338470458984375,1,"(-42.58293533325195, 47.80326843261719, 840.5751953125)","(0.5660776495933533, 0.37154221534729004, 0.8860191702842712)",1,"(0.20886681973934174, 0.31593093276023865)","(-107.02482604980469, 149.78773498535156, 46.47241973876953)",1,4.649688720703125,1,"(15.764424324035645, 27.215068817138672, 840.58740234375)","(0.46758925914764404, 0.4192495048046112, 0.8823512196540833)",1,1705936756237,0.21,0.31
8323022623,347877015769,"(0.20918768644332886, 0.29844212532043457)","(-106.90687561035156, 153.18605041503906, 47.709232330322266)",1,4.3194427490234375,1,"(-42.7545280456543, 47.74619674682617, 841.4397583007812)","(0.5662955045700073, 0.37177929282188416, 0.8877541422843933)",1,"(0.21038110554218292, 0.32369938492774963)","(-106.46814727783203, 148.2781982421875, 45.922996520996094)",1,4.6672821044921875,1,"(15.65352725982666, 27.180892944335938, 841.4649047851562)","(0.4678056538105011, 0.4193880259990692, 0.8840986490249634)",1,1705936756248,0.21,0.31
8323033727,347877026873,"(0.2063782662153244, 0.3079340159893036)","(-107.93966674804688, 151.34165954589844, 47.03794479370117)",1,4.3165130615234375,1,"(-42.824546813964844, 47.638553619384766, 841.5521240234375)","(0.5664059519767761, 0.3720351755619049, 0.8879731297492981)",1,"(0.21481826901435852, 0.3240509629249573)","(-104.83696746826172, 148.20986938476562, 45.898109436035156)",1,4.644073486328125,1,"(15.591041564941406, 27.110164642333984, 841.5859375)","(0.4679163098335266, 0.41955503821372986, 0.8843334913253784)",1,1705936756284,0.21,0.32
8323044830,347877037976,"(0.20738384127616882, 0.30459490418434143)","(-107.56999969482422, 151.99050903320312, 47.27410125732422)",1,4.3047027587890625,1,"(-42.8790397644043, 47.49164962768555, 841.4490966796875)","(0.5665091872215271, 0.3723522424697876, 0.8877565860748291)",1,"(0.21353517472743988, 0.3286682367324829)","(-105.30865478515625, 147.31268310546875, 45.571533203125)",1,4.6357879638671875,1,"(15.527436256408691, 27.009571075439453, 841.4920654296875)","(0.4680224657058716, 0.4197738468647003, 0.8841372132301331)",1,1705936756285,0.21,0.32
8323055933,347877049079,"(0.20694245398044586, 0.30147573351860046)","(-107.73226928710938, 152.59661865234375, 47.49470520019531)",1,4.2945709228515625,1,"(-43.001747131347656, 47.43659591674805, 842.4547729492188)","(0.5666316747665405, 0.3726027309894562, 0.8897685408592224)",1,"(0.215401291847229, 0.3328871726989746)","(-104.62263488769531, 146.4928741455078, 45.27316665649414)",1,4.63226318359375,1,"(15.466252326965332, 26.96699333190918, 842.5067749023438)","(0.46815866231918335, 0.4199414849281311, 0.886160135269165)",1,1705936756285,0.21,0.32
8323067036,347877060182,"(0.20820674300193787, 0.30279725790023804)","(-107.26750183105469, 152.33981323242188, 47.40127182006836)",1,4.2662200927734375,1,"(-43.01091003417969, 47.340511322021484, 842.6319580078125)","(0.5666334629058838, 0.3728416860103607, 0.890112042427063)",1,"(0.2115332931280136, 0.33264750242233276)","(-106.0445785522461, 146.53944396972656, 45.290103912353516)",1,4.614013671875,1,"(15.46933364868164, 26.900096893310547, 842.687744140625)","(0.4681601822376251, 0.4201052188873291, 0.8865178227424622)",1,1705936756292,0.21,0.32
8323078139,347877071285,"(0.20589648187160492, 0.30670300126075745)","(-108.11680603027344, 151.58087158203125, 47.12503433227539)",1,4.27410888671875,1,"(-43.023597717285156, 47.21529006958008, 842.6434326171875)","(0.5666557550430298, 0.3731250464916229, 0.8901221752166748)",1,"(0.21087725460529327, 0.3225485384464264)","(-106.2857666015625, 148.5018310546875, 46.004364013671875)",1,4.5963592529296875,1,"(15.453723907470703, 26.809009552001953, 842.7042236328125)","(0.4681885242462158, 0.42031121253967285, 0.886544406414032)",1,1705936756303,0.21,0.31
8323089242,347877082389,"(0.20535153150558472, 0.300540030002594)","(-108.31714630126953, 152.77842712402344, 47.5609130859375)",1,4.2720947265625,1,"(-43.10517883300781, 47.073673248291016, 842.8984985351562)","(0.5667738914489746, 0.3734748065471649, 0.8906233906745911)",1,"(0.209394633769989, 0.31963643431663513)","(-106.8307876586914, 149.06768798828125, 46.210304260253906)",1,4.598480224609375,1,"(15.39052963256836, 26.694652557373047, 842.9690551757812)","(0.4683053195476532, 0.4205862879753113, 0.8870640993118286)",1,1705936756316,0.21,0.31
8323100345,347877093492,"(0.2069554477930069, 0.30016574263572693)","(-107.72750854492188, 152.8511505126953, 47.58737564086914)",1,4.2642669677734375,1,"(-43.16677474975586, 46.97718811035156, 843.2649536132812)","(0.5668480396270752, 0.3737372159957886, 0.8913498520851135)",1,"(0.20786064863204956, 0.3258836567401886)","(-107.39471435546875, 147.85372924804688, 45.76852798461914)",1,4.5733489990234375,1,"(15.355030059814453, 26.621719360351562, 843.3423461914062)","(0.46837809681892395, 0.4207761883735657, 0.8878042101860046)",1,1705936756325,0.21,0.31
8323111448,347877104595,"(0.2107260525226593, 0.29703623056411743)","(-106.34134674072266, 153.45924377441406, 47.80870819091797)",1,4.2442169189453125,1,"(-43.23118209838867, 46.80583953857422, 843.29443359375)","(0.5669568181037903, 0.3741253912448883, 0.8913961052894592)",1,"(0.21321748197078705, 0.33006757497787476)","(-105.42546844482422, 147.04075622558594, 45.472633361816406)",1,4.577178955078125,1,"(15.291007041931152, 26.476608276367188, 843.38134765625)","(0.4684896171092987, 0.42110422253608704, 0.887870728969574)",1,1705936756337,0.21,0.31
8323122552,347877115699,"(0.20737724006175995, 0.303030788898468)","(-107.57241821289062, 152.29440307617188, 47.38474655151367)",1,4.2390289306640625,1,"(-43.280181884765625, 46.68981170654297, 843.56005859375)","(0.5670185089111328, 0.3744189739227295, 0.8919180631637573)",1,"(0.21666879951953888, 0.32760298252105713)","(-104.15668487548828, 147.5196533203125, 45.646934509277344)",1,4.574615478515625,1,"(15.258477210998535, 26.3748836517334, 843.6533203125)","(0.4685545563697815, 0.42135149240493774, 0.8884067535400391)",1,1705936756348,0.21,0.32
8323133655,347877126802,"(0.20836323499679565, 0.30438774824142456)","(-107.20996856689453, 152.0307159423828, 47.28879165649414)",1,4.2165985107421875,1,"(-43.299896240234375, 46.55563735961914, 843.6203002929688)","(0.5670486688613892, 0.37472808361053467, 0.8920254111289978)",1,"(0.22062748670578003, 0.32216477394104004)","(-102.70140075683594, 148.57640075683594, 46.03152084350586)",1,4.5558319091796875,1,"(15.237808227539062, 26.25325584411621, 843.7185668945312)","(0.4685933589935303, 0.42162925004959106, 0.8885289430618286)",1,1705936756359,0.21,0.31
8323144758,347877137905,"(0.20563629269599915, 0.3019653856754303)","(-108.21244049072266, 152.50144958496094, 47.46010208129883)",1,4.209869384765625,1,"(-43.25017166137695, 46.395748138427734, 843.5218505859375)","(0.5669756531715393, 0.37507665157318115, 0.891806423664093)",1,"(0.22062243521213531, 0.3292531669139862)","(-102.70325469970703, 147.1990203857422, 45.53020095825195)",1,4.557586669921875,1,"(15.27182674407959, 26.101505279541016, 843.62109375)","(0.46853530406951904, 0.4219646155834198, 0.8883259296417236)",1,1705936756370,0.21,0.32
8323155861,347877149008,"(0.211385577917099, 0.30458375811576843)","(-106.0988998413086, 151.99264526367188, 47.27492904663086)",1,4.2131500244140625,1,"(-43.292694091796875, 46.33124542236328, 844.607177734375)","(0.5669553875923157, 0.3753560781478882, 0.8939682841300964)",1,"(0.2181096374988556, 0.33052051067352295)","(-103.62701416015625, 146.95277404785156, 45.44057083129883)",1,4.5416107177734375,1,"(15.290691375732422, 26.009979248046875, 844.708984375)","(0.46853864192962646, 0.42224588990211487, 0.890495240688324)",1,1705936756381,0.21,0.32
8323166964,347877160111,"(0.21235805749893188, 0.3021162152290344)","(-105.74139404296875, 152.47213745117188, 47.449405670166016)",1,4.212799072265625,1,"(-43.175533294677734, 46.2083740234375, 844.5477905273438)","(0.5667648315429688, 0.3756273090839386, 0.8938244581222534)",1,"(0.21469609439373016, 0.33485350012779236)","(-104.88190460205078, 146.11083984375, 45.134071350097656)",1,4.5294036865234375,1,"(15.391674041748047, 25.8847599029541, 844.6445922851562)","(0.46836844086647034, 0.42252492904663086, 0.890362560749054)",1,1705936756392,0.21,0.32
8323178067,347877171214,"(0.2148740291595459, 0.30889803171157837)","(-104.81649017333984, 151.15435791015625, 46.96976852416992)",1,4.225128173828125,1,"(-43.0746955871582, 46.08859634399414, 844.4534301757812)","(0.566604733467102, 0.3758869469165802, 0.8936130404472351)",1,"(0.21385687589645386, 0.33301880955696106)","(-105.19041442871094, 146.4673309326172, 45.263824462890625)",1,4.51202392578125,1,"(15.468008041381836, 25.763399124145508, 844.5465698242188)","(0.4682386517524719, 0.42279252409935, 0.8901621103286743)",1,1705936756426,0.21,0.32
8323189170,347877182317,"(0.21484577655792236, 0.31106463074684143)","(-104.82685852050781, 150.73333740234375, 46.81652069091797)",1,4.234344482421875,1,"(-43.013187408447266, 46.05317306518555, 844.65087890625)","(0.5664847493171692, 0.3759922981262207, 0.8939965963363647)",1,"(0.2136785387992859, 0.3241303563117981)","(-105.2559585571289, 148.19447326660156, 45.8924560546875)",1,4.508392333984375,1,"(15.526778221130371, 25.719396591186523, 844.740234375)","(0.4681463837623596, 0.422905832529068, 0.890548586845398)",1,1705936756427,0.21,0.32
8323200273,347877193421,"(0.21210937201976776, 0.31115296483039856)","(-105.83282470703125, 150.71615600585938, 46.810325622558594)",1,4.227142333984375,1,"(-43.018123626708984, 46.0467643737793, 845.2683715820312)","(0.5664407014846802, 0.3760828375816345, 0.8952280282974243)",1,"(0.21705901622772217, 0.31949281692504883)","(-104.01324462890625, 149.09561157226562, 46.22043991088867)",1,4.489532470703125,1,"(15.54442310333252, 25.695505142211914, 845.357177734375)","(0.46813639998435974, 0.42300179600715637, 0.8917809128761292)",1,1705936756427,0.21,0.32
8323211377,347877204525,"(0.21329167485237122, 0.31127098202705383)","(-105.398193359375, 150.6932373046875, 46.80198287963867)",1,4.2244720458984375,1,"(-42.96595001220703, 46.037654876708984, 845.492431640625)","(0.5663340091705322, 0.3761320114135742, 0.8956685662269592)",1,"(0.21726323664188385, 0.31223827600479126)","(-103.93816375732422, 150.50527954101562, 46.7335205078125)",1,4.49114990234375,1,"(15.593595504760742, 25.68326187133789, 845.5777587890625)","(0.46806076169013977, 0.42304524779319763, 0.8922228813171387)",1,1705936756444,0.22,0.31
8323222480,347877215628,"(0.21125389635562897, 0.3041782081127167)","(-106.14730834960938, 152.07147216796875, 47.303619384765625)",1,4.2108306884765625,1,"(-42.96596908569336, 46.008934020996094, 845.5250244140625)","(0.566331684589386, 0.3762005567550659, 0.8957304954528809)",1,"(0.21537525951862335, 0.31759631633758545)","(-104.63219451904297, 149.46412658691406, 46.35456848144531)",1,4.47576904296875,1,"(15.579429626464844, 25.658517837524414, 845.6114501953125)","(0.4680860638618469, 0.42310279607772827, 0.8922882080078125)",1,1705936756448,0.21,0.31
8323233583,347877226731,"(0.21138955652713776, 0.3055478632450104)","(-106.09744262695312, 151.80532836914062, 47.20671081542969)",1,4.1956329345703125,1,"(-43.02649688720703, 46.0209846496582, 846.216064453125)","(0.5663748383522034, 0.3762573301792145, 0.8971161842346191)",1,"(0.21189092099666595, 0.31988027691841125)","(-105.91310119628906, 149.0203094482422, 46.193050384521484)",1,4.4647216796875,1,"(15.551413536071777, 25.65919303894043, 846.305419921875)","(0.46815499663352966, 0.42314767837524414, 0.8936743140220642)",1,1705936756461,0.21,0.31
8323244686,347877237834,"(0.21063850820064545, 0.3073112368583679)","(-106.37352752685547, 151.46266174316406, 47.081993103027344)",1,4.190826416015625,1,"(-43.0323371887207, 45.956207275390625, 846.3566284179688)","(0.5663737654685974, 0.3764198124408722, 0.8973902463912964)",1,"(0.2120286524295807, 0.31502261757850647)","(-105.86248016357422, 149.9642333984375, 46.53658676147461)",1,4.4539794921875,1,"(15.539488792419434, 25.59172248840332, 846.4479370117188)","(0.4681805670261383, 0.4233083426952362, 0.8939545750617981)",1,1705936756470,0.21,0.31
8323255789,347877248937,"(0.2150188535451889, 0.3166220784187317)","(-104.76321411132812, 149.65341186523438, 46.423492431640625)",1,4.1857452392578125,1,"(-43.02180099487305, 45.817352294921875, 847.4861450195312)","(0.5662626028060913, 0.37686967849731445, 0.8996268510818481)",1,"(0.22454281151294708, 0.3307616710662842)","(-101.26202392578125, 146.9058837890625, 45.42345428466797)",1,4.465667724609375,1,"(15.605938911437988, 25.425765991210938, 847.5781860351562)","(0.4681069552898407, 0.42375749349594116, 0.8962062001228333)",1,1705936756481,0.22,0.32
8323266892,347877260040,"(0.3131208121776581, 0.44499513506889343)","(-68.69911193847656, 124.70862579345703, 37.3443717956543)",1,4.2115936279296875,1,"(-42.407752990722656, 45.35731887817383, 844.7623291015625)","(0.5654655694961548, 0.3775824010372162, 0.89408278465271)",1,"(0.3318358063697815, 0.4935239255428314)","(-61.81912612915039, 115.27876281738281, 33.91214370727539)",1,4.511322021484375,1,"(15.985421180725098, 25.024919509887695, 844.8291625976562)","(0.467387318611145, 0.42448166012763977, 0.8907017707824707)",1,1705936756491,0.32,0.47
8323277995,347877271143,"(0.3545822501182556, 0.4914613366127014)","(-53.457130432128906, 115.6795654296875, 34.05805587768555)",1,4.2440338134765625,1,"(-42.03978729248047, 45.01036071777344, 844.8792114257812)","(0.564841091632843, 0.3783838748931885, 0.8942421674728394)",1,"(0.3693070709705353, 0.5528905987739563)","(-48.044010162353516, 103.74295043945312, 29.713457107543945)",1,4.5299530029296875,1,"(16.308998107910156, 24.675724029541016, 844.9295654296875)","(0.4668509066104889, 0.4252794086933136, 0.8908942937850952)",1,1705936756503,0.36,0.52
8323289098,347877282246,"(0.3784885108470917, 0.5397400259971619)","(-44.66876220703125, 106.2983169555664, 30.643550872802734)",1,4.2899932861328125,1,"(-41.69651794433594, 44.695838928222656, 843.3034057617188)","(0.5643974542617798, 0.3789083957672119, 0.8910316228866577)",1,"(0.3968580365180969, 0.5851776599884033)","(-37.91576385498047, 97.46910858154297, 27.429950714111328)",1,4.49835205078125,1,"(16.464767456054688, 24.39153289794922, 843.3422241210938)","(0.46654000878334045, 0.4258185625076294, 0.8877110481262207)",1,1705936756514,0.39,0.56
8323300202,347877293350,"(0.43956446647644043, 0.6286117434501648)","(-22.216083526611328, 89.02922821044922, 24.358095169067383)",1,4.268829345703125,1,"(-41.80009078979492, 44.6056022644043, 843.6912231445312)","(0.5645415782928467, 0.3791559934616089, 0.89180588722229)",1,"(0.4467041790485382, 0.6403760313987732)","(-19.591379165649414, 86.74324798583984, 23.526060104370117)",1,4.440887451171875,1,"(16.35271453857422, 24.277450561523438, 843.7388305664062)","(0.4667440950870514, 0.4260985255241394, 0.8884928226470947)",1,1705936756525,0.44,0.63
8323311305,347877304453,"(0.44483286142349243, 0.6333511471748352)","(-20.27932357788086, 88.10829162597656, 24.022920608520508)",1,4.2694549560546875,1,"(-41.75367736816406, 44.48569869995117, 844.1776733398438)","(0.5644248723983765, 0.3794848918914795, 0.8927590250968933)",1,"(0.44874775409698486, 0.6406765580177307)","(-18.84014320373535, 86.68485260009766, 23.504812240600586)",1,4.4344940185546875,1,"(16.397279739379883, 24.138530731201172, 844.2244262695312)","(0.4666872024536133, 0.4264430105686188, 0.8894572854042053)",1,1705936756536,0.45,0.64
8323322408,347877315557,"(0.44459232687950134, 0.634905219078064)","(-20.367765426635742, 87.80631256103516, 23.912994384765625)",1,4.271881103515625,1,"(-41.73223114013672, 44.43307113647461, 844.125732421875)","(0.5643937587738037, 0.3795975148677826, 0.8926478028297424)",1,"(0.4455413520336151, 0.6503742933273315)","(-20.018861770629883, 84.80043029785156, 22.818950653076172)",1,4.466400146484375,1,"(16.386072158813477, 24.07282066345215, 844.172607421875)","(0.46670541167259216, 0.42658719420433044, 0.8893494606018066)",1,1705936756574,0.45,0.64
8323333511,347877326660,"(0.44937899708747864, 0.6419212818145752)","(-18.608112335205078, 86.44300079345703, 23.41671371459961)",1,4.2783355712890625,1,"(-41.74020767211914, 44.412322998046875, 844.3859252929688)","(0.5643860697746277, 0.3796750605106354, 0.8931654095649719)",1,"(0.4465509057044983, 0.6588122248649597)","(-19.64775848388672, 83.16081237792969, 22.222219467163086)",1,4.465789794921875,1,"(16.37430763244629, 24.036252975463867, 844.433349609375)","(0.46673446893692017, 0.42668575048446655, 0.8898681402206421)",1,1705936756574,0.45,0.65
8323344614,347877337763,"(0.445999413728714, 0.6424365043640137)","(-19.85047149658203, 86.3428726196289, 23.380252838134766)",1,4.268218994140625,1,"(-41.76557159423828, 44.47066879272461, 844.9169311523438)","(0.5643841028213501, 0.3796067535877228, 0.8942332863807678)",1,"(0.4480101466178894, 0.6521143913269043)","(-19.111303329467773, 84.46229553222656, 22.695924758911133)",1,4.4652862548828125,1,"(16.36389923095703, 24.079030990600586, 844.9639282226562)","(0.46676889061927795, 0.4266231656074524, 0.8909306526184082)",1,1705936756574,0.45,0.65
8323355717,347877348866,"(0.4527827501296997, 0.6405320167541504)","(-17.35679054260254, 86.71293640136719, 23.514955520629883)",1,4.255096435546875,1,"(-41.785953521728516, 44.51789855957031, 844.6868896484375)","(0.5644367337226868, 0.3794727027416229, 0.8937813639640808)",1,"(0.4473927617073059, 0.6457751989364624)","(-19.338274002075195, 85.69410705566406, 23.144248962402344)",1,4.4481201171875,1,"(16.316213607788086, 24.12262535095215, 844.7345581054688)","(0.4668409526348114, 0.4265096187591553, 0.8904728889465332)",1,1705936756581,0.45,0.64
8323366820,347877359969,"(0.45016366243362427, 0.6340241432189941)","(-18.31962776184082, 87.97753143310547, 23.975265502929688)",1,4.2564849853515625,1,"(-41.84519577026367, 44.629825592041016, 844.8194580078125)","(0.5645239353179932, 0.37923580408096313, 0.8940634727478027)",1,"(0.4490262567996979, 0.6437512040138245)","(-18.737762451171875, 86.08741760253906, 23.28736114501953)",1,4.4505615234375,1,"(16.24989128112793, 24.228702545166016, 844.8685302734375)","(0.4669554531574249, 0.4262784719467163, 0.8907440304756165)",1,1705936756592,0.45,0.64
8323377923,347877371072,"(0.4465061128139496, 0.6282430291175842)","(-19.66420555114746, 89.10088348388672, 24.384124755859375)",1,4.2508697509765625,1,"(-41.86287307739258, 44.74613571166992, 844.7763061523438)","(0.5645555257797241, 0.37896886467933655, 0.8939913511276245)",1,"(0.4492865800857544, 0.6466426849365234)","(-18.642066955566406, 85.52555084228516, 23.082870483398438)",1,4.455902099609375,1,"(16.211790084838867, 24.3443603515625, 844.8240966796875)","(0.46701639890670776, 0.4260149896144867, 0.8906604051589966)",1,1705936756604,0.45,0.64
8323389027,347877382176,"(0.4428313374519348, 0.6284818649291992)","(-21.015121459960938, 89.05448150634766, 24.36725425720215)",1,4.2552947998046875,1,"(-41.89796447753906, 44.857398986816406, 845.0614013671875)","(0.5645893812179565, 0.3787524104118347, 0.894575297832489)",1,"(0.4515763223171234, 0.6400054693222046)","(-17.80031394958496, 86.81526184082031, 23.552295684814453)",1,4.4536895751953125,1,"(16.183271408081055, 24.444965362548828, 845.1084594726562)","(0.46707215905189514, 0.4258067309856415, 0.891233503818512)",1,1705936756614,0.45,0.63
8323400130,347877393279,"(0.4421544075012207, 0.634343683719635)","(-21.263957977294922, 87.9154281616211, 23.952722549438477)",1,4.2629241943359375,1,"(-41.86864471435547, 44.92932891845703, 845.020751953125)","(0.5645422339439392, 0.3785865008831024, 0.8944990038871765)",1,"(0.4543743133544922, 0.642989456653595)","(-16.771738052368164, 86.23543548583984, 23.341211318969727)",1,4.4581451416015625,1,"(16.192590713500977, 24.51492691040039, 845.0643920898438)","(0.46705392003059387, 0.42564696073532104, 0.8911498785018921)",1,1705936756625,0.45,0.64
8323411233,347877404382,"(0.4435392916202545, 0.6334640979766846)","(-20.75486946105957, 88.08633422851562, 24.014934539794922)",1,4.2621307373046875,1,"(-41.853126525878906, 44.98665237426758, 844.8474731445312)","(0.564529538154602, 0.3784371614456177, 0.8941579461097717)",1,"(0.4532708525657654, 0.6413444876670837)","(-17.177370071411133, 86.5550765991211, 23.457544326782227)",1,4.456268310546875,1,"(16.181808471679688, 24.57306671142578, 844.8892211914062)","(0.4670654535293579, 0.42550480365753174, 0.8908027410507202)",1,1705936756637,0.45,0.64
8323422336,347877415485,"(0.446288138628006, 0.6290868520736694)","(-19.74434471130371, 88.93689727783203, 24.324499130249023)",1,4.2519989013671875,1,"(-41.832305908203125, 45.03289031982422, 844.9606323242188)","(0.5644844174385071, 0.37834733724594116, 0.8943864703178406)",1,"(0.4510945975780487, 0.6476638913154602)","(-17.977399826049805, 85.32711791992188, 23.010601043701172)",1,4.4756317138671875,1,"(16.20058822631836, 24.617252349853516, 844.999755859375)","(0.46703672409057617, 0.4254131019115448, 0.8910268545150757)",1,1705936756648,0.45,0.64
8323433439,347877426588,"(0.4445055425167084, 0.6148290038108826)","(-20.399654388427734, 91.70743560791016, 25.332860946655273)",1,4.2675628662109375,1,"(-41.819549560546875, 45.06254196166992, 845.0203247070312)","(0.5644575357437134, 0.378288209438324, 0.8945074677467346)",1,"(0.4489824175834656, 0.6391348242759705)","(-18.75389289855957, 86.98445129394531, 23.61384391784668)",1,4.4862060546875,1,"(16.21004295349121, 24.64977264404297, 845.0579833984375)","(0.46702221035957336, 0.4253440201282501, 0.891145646572113)",1,1705936756658,0.45,0.63
8323444542,347877437692,"(0.4438512325286865, 0.6126386523246765)","(-20.640161514282227, 92.1330337524414, 25.487773895263672)",1,4.278045654296875,1,"(-41.80885314941406, 45.10289764404297, 845.0428466796875)","(0.5644370913505554, 0.3782004415988922, 0.8945556879043579)",1,"(0.4488684833049774, 0.6402437686920166)","(-18.795772552490234, 86.76896667480469, 23.535423278808594)",1,4.4883270263671875,1,"(16.21776580810547, 24.69792938232422, 845.0791015625)","(0.46700912714004517, 0.42523738741874695, 0.8911909461021423)",1,1705936756670,0.45,0.63
